FIPS,County or equivalent,State or equivalent
37015,BERTIE COUNTY,NORTH CAROLINA
37017,BLADEN COUNTY,NORTH CAROLINA
37019,BRUNSWICK COUNTY,NORTH CAROLINA
37021,BUNCOMBE COUNTY,NORTH CAROLINA
37023,BURKE COUNTY,NORTH CAROLINA
37025,CABARRUS COUNTY,NORTH CAROLINA
37027,CALDWELL COUNTY,NORTH CAROLINA
37029,CAMDEN COUNTY,NORTH CAROLINA
37031,CARTERET COUNTY,NORTH CAROLINA
37033,CASWELL COUNTY,NORTH CAROLINA
37035,CATAWBA COUNTY,NORTH CAROLINA
37037,CHATHAM COUNTY,NORTH CAROLINA
37039,CHEROKEE COUNTY,NORTH CAROLINA
37041,CHOWAN COUNTY,NORTH CAROLINA
37043,CLAY COUNTY,NORTH CAROLINA
37045,CLEVELAND COUNTY,NORTH CAROLINA
37047,COLUMBUS COUNTY,NORTH CAROLINA
37049,CRAVEN COUNTY,NORTH CAROLINA
37051,CUMBERLAND COUNTY,NORTH CAROLINA
37053,CURRITUCK COUNTY,NORTH CAROLINA
37055,DARE COUNTY,NORTH CAROLINA
37057,DAVIDSON COUNTY,NORTH CAROLINA
37059,DAVIE COUNTY,NORTH CAROLINA
37061,DUPLIN COUNTY,NORTH CAROLINA
37063,DURHAM COUNTY,NORTH CAROLINA
37065,EDGECOMBE COUNTY,NORTH CAROLINA
37067,FORSYTH COUNTY,NORTH CAROLINA
37069,FRANKLIN COUNTY,NORTH CAROLINA
37071,GASTON COUNTY,NORTH CAROLINA
37073,GATES COUNTY,NORTH CAROLINA
37075,GRAHAM COUNTY,NORTH CAROLINA
37077,GRANVILLE COUNTY,NORTH CAROLINA
37079,GREENE COUNTY,NORTH CAROLINA
37081,GUILFORD COUNTY,NORTH CAROLINA
37083,HALIFAX COUNTY,NORTH CAROLINA
37085,HARNETT COUNTY,NORTH CAROLINA
37087,HAYWOOD COUNTY,NORTH CAROLINA
37089,HENDERSON COUNTY,NORTH CAROLINA
37091,HERTFORD COUNTY,NORTH CAROLINA
37093,HOKE COUNTY,NORTH CAROLINA
37095,HYDE COUNTY,NORTH CAROLINA
37097,IREDELL COUNTY,NORTH CAROLINA
37099,JACKSON COUNTY,NORTH CAROLINA
37101,JOHNSTON COUNTY,NORTH CAROLINA
37103,JONES COUNTY,NORTH CAROLINA
37105,LEE COUNTY,NORTH CAROLINA
37107,LENOIR COUNTY,NORTH CAROLINA
37109,LINCOLN COUNTY,NORTH CAROLINA
37111,MCDOWELL COUNTY,NORTH CAROLINA
37113,MACON COUNTY,NORTH CAROLINA
37115,MADISON COUNTY,NORTH CAROLINA
37117,MARTIN COUNTY,NORTH CAROLINA
37119,MECKLENBURG COUNTY,NORTH CAROLINA
37121,MITCHELL COUNTY,NORTH CAROLINA
37123,MONTGOMERY COUNTY,NORTH CAROLINA
37125,MOORE COUNTY,NORTH CAROLINA
37127,NASH COUNTY,NORTH CAROLINA
37129,NEW HANOVER COUNTY,NORTH CAROLINA
37131,NORTHAMPTON COUNTY,NORTH CAROLINA
37133,ONSLOW COUNTY,NORTH CAROLINA
37135,ORANGE COUNTY,NORTH CAROLINA
37137,PAMLICO COUNTY,NORTH CAROLINA
37139,PASQUOTANK COUNTY,NORTH CAROLINA
37141,PENDER COUNTY,NORTH CAROLINA
37143,PERQUIMANS COUNTY,NORTH CAROLINA
37145,PERSON COUNTY,NORTH CAROLINA
37147,PITT COUNTY,NORTH CAROLINA
37149,POLK COUNTY,NORTH CAROLINA
37151,RANDOLPH COUNTY,NORTH CAROLINA
37153,RICHMOND COUNTY,NORTH CAROLINA
37155,ROBESON COUNTY,NORTH CAROLINA
37157,ROCKINGHAM COUNTY,NORTH CAROLINA
37159,ROWAN COUNTY,NORTH CAROLINA
37161,RUTHERFORD COUNTY,NORTH CAROLINA
37163,SAMPSON COUNTY,NORTH CAROLINA
37165,SCOTLAND COUNTY,NORTH CAROLINA
37167,STANLY COUNTY,NORTH CAROLINA
37169,STOKES COUNTY,NORTH CAROLINA
37171,SURRY COUNTY,NORTH CAROLINA
37173,SWAIN COUNTY,NORTH CAROLINA
37175,TRANSYLVANIA COUNTY,NORTH CAROLINA
37177,TYRRELL COUNTY,NORTH CAROLINA
37179,UNION COUNTY,NORTH CAROLINA
37181,VANCE COUNTY,NORTH CAROLINA
37183,WAKE COUNTY,NORTH CAROLINA
37185,WARREN COUNTY,NORTH CAROLINA
37187,WASHINGTON COUNTY,NORTH CAROLINA
37189,WATAUGA COUNTY,NORTH CAROLINA
37191,WAYNE COUNTY,NORTH CAROLINA
37193,WILKES COUNTY,NORTH CAROLINA
37195,WILSON COUNTY,NORTH CAROLINA
37197,YADKIN COUNTY,NORTH CAROLINA
37199,YANCEY COUNTY,NORTH CAROLINA
38001,ADAMS COUNTY,NORTH DAKOTA
38003,BARNES COUNTY,NORTH DAKOTA
38005,BENSON COUNTY,NORTH DAKOTA
38007,BILLINGS COUNTY,NORTH DAKOTA
38009,BOTTINEAU COUNTY,NORTH DAKOTA
38011,BOWMAN COUNTY,NORTH DAKOTA
38013,BURKE COUNTY,NORTH DAKOTA
38015,BURLEIGH COUNTY,NORTH DAKOTA
38017,CASS COUNTY,NORTH DAKOTA
38019,CAVALIER COUNTY,NORTH DAKOTA
38021,DICKEY COUNTY,NORTH DAKOTA
38023,DIVIDE COUNTY,NORTH DAKOTA
38025,DUNN COUNTY,NORTH DAKOTA
38027,EDDY COUNTY,NORTH DAKOTA
38029,EMMONS COUNTY,NORTH DAKOTA
38031,FOSTER COUNTY,NORTH DAKOTA
38033,GOLDEN VALLEY COUNTY,NORTH DAKOTA
38035,GRAND FORKS COUNTY,NORTH DAKOTA
38037,GRANT COUNTY,NORTH DAKOTA
38039,GRIGGS COUNTY,NORTH DAKOTA
38041,HETTINGER COUNTY,NORTH DAKOTA
38043,KIDDER COUNTY,NORTH DAKOTA
38045,LAMOURE COUNTY,NORTH DAKOTA
38047,LOGAN COUNTY,NORTH DAKOTA
38049,MCHENRY COUNTY,NORTH DAKOTA
38051,MCINTOSH COUNTY,NORTH DAKOTA
38053,MCKENZIE COUNTY,NORTH DAKOTA
38055,MCLEAN COUNTY,NORTH DAKOTA
38057,MERCER COUNTY,NORTH DAKOTA
38059,MORTON COUNTY,NORTH DAKOTA
38061,MOUNTRAIL COUNTY,NORTH DAKOTA
38063,NELSON COUNTY,NORTH DAKOTA
38065,OLIVER COUNTY,NORTH DAKOTA
38067,PEMBINA COUNTY,NORTH DAKOTA
38069,PIERCE COUNTY,NORTH DAKOTA
38071,RAMSEY COUNTY,NORTH DAKOTA
38073,RANSOM COUNTY,NORTH DAKOTA
38075,RENVILLE COUNTY,NORTH DAKOTA
38077,RICHLAND COUNTY,NORTH DAKOTA
38079,ROLETTE COUNTY,NORTH DAKOTA
38081,SARGENT COUNTY,NORTH DAKOTA
38083,SHERIDAN COUNTY,NORTH DAKOTA
38085,SIOUX COUNTY,NORTH DAKOTA
38087,SLOPE COUNTY,NORTH DAKOTA
38089,STARK COUNTY,NORTH DAKOTA
38091,STEELE COUNTY,NORTH DAKOTA
38093,STUTSMAN COUNTY,NORTH DAKOTA
38095,TOWNER COUNTY,NORTH DAKOTA
38097,TRAILL COUNTY,NORTH DAKOTA
38099,WALSH COUNTY,NORTH DAKOTA
38101,WARD COUNTY,NORTH DAKOTA
38103,WELLS COUNTY,NORTH DAKOTA
38105,WILLIAMS COUNTY,NORTH DAKOTA
69085,NORTHERN ISLANDS MUNICIPALITY,NORTHERN MARIANA ISLANDS
69100,ROTA MUNICIPALITY,NORTHERN MARIANA ISLANDS
69110,SAIPAN MUNICIPALITY,NORTHERN MARIANA ISLANDS
69120,TINIAN MUNICIPALITY,NORTHERN MARIANA ISLANDS
39001,ADAMS COUNTY,OHIO
39003,ALLEN COUNTY,OHIO
39005,ASHLAND COUNTY,OHIO
39007,ASHTABULA COUNTY,OHIO
39009,ATHENS COUNTY,OHIO
39011,AUGLAIZE COUNTY,OHIO
39013,BELMONT COUNTY,OHIO
39015,BROWN COUNTY,OHIO
39017,BUTLER COUNTY,OHIO
39019,CARROLL COUNTY,OHIO
39021,CHAMPAIGN COUNTY,OHIO
39023,CLARK COUNTY,OHIO
39025,CLERMONT COUNTY,OHIO
39027,CLINTON COUNTY,OHIO
39029,COLUMBIANA COUNTY,OHIO
39031,COSHOCTON COUNTY,OHIO
39033,CRAWFORD COUNTY,OHIO
39035,CUYAHOGA COUNTY,OHIO
39037,DARKE COUNTY,OHIO
39039,DEFIANCE COUNTY,OHIO
39041,DELAWARE COUNTY,OHIO
39043,ERIE COUNTY,OHIO
39045,FAIRFIELD COUNTY,OHIO
39047,FAYETTE COUNTY,OHIO
39049,FRANKLIN COUNTY,OHIO
39051,FULTON COUNTY,OHIO
39053,GALLIA COUNTY,OHIO
39055,GEAUGA COUNTY,OHIO
39057,GREENE COUNTY,OHIO
39059,GUERNSEY COUNTY,OHIO
39061,HAMILTON COUNTY,OHIO
39063,HANCOCK COUNTY,OHIO
39065,HARDIN COUNTY,OHIO
39067,HARRISON COUNTY,OHIO
39069,HENRY COUNTY,OHIO
39071,HIGHLAND COUNTY,OHIO
39073,HOCKING COUNTY,OHIO
39075,HOLMES COUNTY,OHIO
39077,HURON COUNTY,OHIO
39079,JACKSON COUNTY,OHIO
39081,JEFFERSON COUNTY,OHIO
39083,KNOX COUNTY,OHIO
39085,LAKE COUNTY,OHIO
39087,LAWRENCE COUNTY,OHIO
39089,LICKING COUNTY,OHIO
39091,LOGAN COUNTY,OHIO
39093,LORAIN COUNTY,OHIO
39095,LUCAS COUNTY,OHIO
39097,MADISON COUNTY,OHIO
39099,MAHONING COUNTY,OHIO
39101,MARION COUNTY,OHIO
39103,MEDINA COUNTY,OHIO
39105,MEIGS COUNTY,OHIO
39107,MERCER COUNTY,OHIO
39109,MIAMI COUNTY,OHIO
39111,MONROE COUNTY,OHIO
39113,MONTGOMERY COUNTY,OHIO
39115,MORGAN COUNTY,OHIO
39117,MORROW COUNTY,OHIO
39119,MUSKINGUM COUNTY,OHIO
39121,NOBLE COUNTY,OHIO
39123,OTTAWA COUNTY,OHIO
39125,PAULDING COUNTY,OHIO
39127,PERRY COUNTY,OHIO
39129,PICKAWAY COUNTY,OHIO
39131,PIKE COUNTY,OHIO
39133,PORTAGE COUNTY,OHIO
39135,PREBLE COUNTY,OHIO
39137,PUTNAM COUNTY,OHIO
39139,RICHLAND COUNTY,OHIO
39141,ROSS COUNTY,OHIO
39143,SANDUSKY COUNTY,OHIO
39145,SCIOTO COUNTY,OHIO
39147,SENECA COUNTY,OHIO
39149,SHELBY COUNTY,OHIO
39151,STARK COUNTY,OHIO
39153,SUMMIT COUNTY,OHIO
39155,TRUMBULL COUNTY,OHIO
39157,TUSCARAWAS COUNTY,OHIO
39159,UNION COUNTY,OHIO
39161,VAN WERT COUNTY,OHIO
39163,VINTON COUNTY,OHIO
39165,WARREN COUNTY,OHIO
39167,WASHINGTON COUNTY,OHIO
39169,WAYNE COUNTY,OHIO
39171,WILLIAMS COUNTY,OHIO
39173,WOOD COUNTY,OHIO
39175,WYANDOT COUNTY,OHIO
40001,ADAIR COUNTY,OKLAHOMA
40003,ALFALFA COUNTY,OKLAHOMA
40005,ATOKA COUNTY,OKLAHOMA
40007,BEAVER COUNTY,OKLAHOMA
40009,BECKHAM COUNTY,OKLAHOMA
40011,BLAINE COUNTY,OKLAHOMA
40013,BRYAN COUNTY,OKLAHOMA
40015,CADDO COUNTY,OKLAHOMA
40017,CANADIAN COUNTY,OKLAHOMA
40019,CARTER COUNTY,OKLAHOMA
40021,CHEROKEE COUNTY,OKLAHOMA
40023,CHOCTAW COUNTY,OKLAHOMA
40025,CIMARRON COUNTY,OKLAHOMA
40027,CLEVELAND COUNTY,OKLAHOMA
40029,COAL COUNTY,OKLAHOMA
40031,COMANCHE COUNTY,OKLAHOMA
40033,COTTON COUNTY,OKLAHOMA
40035,CRAIG COUNTY,OKLAHOMA
40037,CREEK COUNTY,OKLAHOMA
40039,CUSTER COUNTY,OKLAHOMA
40041,DELAWARE COUNTY,OKLAHOMA
40043,DEWEY COUNTY,OKLAHOMA
40045,ELLIS COUNTY,OKLAHOMA
40047,GARFIELD COUNTY,OKLAHOMA
40049,GARVIN COUNTY,OKLAHOMA
40051,GRADY COUNTY,OKLAHOMA
40053,GRANT COUNTY,OKLAHOMA
40055,GREER COUNTY,OKLAHOMA
40057,HARMON COUNTY,OKLAHOMA
40059,HARPER COUNTY,OKLAHOMA
40061,HASKELL COUNTY,OKLAHOMA
40063,HUGHES COUNTY,OKLAHOMA
40065,JACKSON COUNTY,OKLAHOMA
40067,JEFFERSON COUNTY,OKLAHOMA
40069,JOHNSTON COUNTY,OKLAHOMA
40071,KAY COUNTY,OKLAHOMA
40073,KINGFISHER COUNTY,OKLAHOMA
40075,KIOWA COUNTY,OKLAHOMA
40077,LATIMER COUNTY,OKLAHOMA
40079,LE FLORE COUNTY,OKLAHOMA
40081,LINCOLN COUNTY,OKLAHOMA
40083,LOGAN COUNTY,OKLAHOMA
40085,LOVE COUNTY,OKLAHOMA
40087,MCCLAIN COUNTY,OKLAHOMA
40089,MCCURTAIN COUNTY,OKLAHOMA
40091,MCINTOSH COUNTY,OKLAHOMA
40093,MAJOR COUNTY,OKLAHOMA
40095,MARSHALL COUNTY,OKLAHOMA
40097,MAYES COUNTY,OKLAHOMA
40099,MURRAY COUNTY,OKLAHOMA
40101,MUSKOGEE COUNTY,OKLAHOMA
40103,NOBLE COUNTY,OKLAHOMA
40105,NOWATA COUNTY,OKLAHOMA
40107,OKFUSKEE COUNTY,OKLAHOMA
40109,OKLAHOMA COUNTY,OKLAHOMA
40111,OKMULGEE COUNTY,OKLAHOMA
40113,OSAGE COUNTY,OKLAHOMA
40115,OTTAWA COUNTY,OKLAHOMA
40117,PAWNEE COUNTY,OKLAHOMA
40119,PAYNE COUNTY,OKLAHOMA
40121,PITTSBURG COUNTY,OKLAHOMA
40123,PONTOTOC COUNTY,OKLAHOMA
40125,POTTAWATOMIE COUNTY,OKLAHOMA
40127,PUSHMATAHA COUNTY,OKLAHOMA
40129,ROGER MILLS COUNTY,OKLAHOMA
40131,ROGERS COUNTY,OKLAHOMA
40133,SEMINOLE COUNTY,OKLAHOMA
40135,SEQUOYAH COUNTY,OKLAHOMA
40137,STEPHENS COUNTY,OKLAHOMA
40139,TEXAS COUNTY,OKLAHOMA
40141,TILLMAN COUNTY,OKLAHOMA
40143,TULSA COUNTY,OKLAHOMA
40145,WAGONER COUNTY,OKLAHOMA
40147,WASHINGTON COUNTY,OKLAHOMA
40149,WASHITA COUNTY,OKLAHOMA
40151,WOODS COUNTY,OKLAHOMA
40153,WOODWARD COUNTY,OKLAHOMA
41001,BAKER COUNTY,OREGON
41003,BENTON COUNTY,OREGON
41005,CLACKAMAS COUNTY,OREGON
41007,CLATSOP COUNTY,OREGON
41009,COLUMBIA COUNTY,OREGON
41011,COOS COUNTY,OREGON
41013,CROOK COUNTY,OREGON
41015,CURRY COUNTY,OREGON
41017,DESCHUTES COUNTY,OREGON
41019,DOUGLAS COUNTY,OREGON
41021,GILLIAM COUNTY,OREGON
41023,GRANT COUNTY,OREGON
41025,HARNEY COUNTY,OREGON
41027,HOOD RIVER COUNTY,OREGON
41029,JACKSON COUNTY,OREGON
41031,JEFFERSON COUNTY,OREGON
41033,JOSEPHINE COUNTY,OREGON
41035,KLAMATH COUNTY,OREGON
41037,LAKE COUNTY,OREGON
41039,LANE COUNTY,OREGON
41041,LINCOLN COUNTY,OREGON
41043,LINN COUNTY,OREGON
41045,MALHEUR COUNTY,OREGON
41047,MARION COUNTY,OREGON
41049,MORROW COUNTY,OREGON
41051,MULTNOMAH COUNTY,OREGON
41053,POLK COUNTY,OREGON
41055,SHERMAN COUNTY,OREGON
41057,TILLAMOOK COUNTY,OREGON
41059,UMATILLA COUNTY,OREGON
41061,UNION COUNTY,OREGON
41063,WALLOWA COUNTY,OREGON
41065,WASCO COUNTY,OREGON
41067,WASHINGTON COUNTY,OREGON
41069,WHEELER COUNTY,OREGON
41071,YAMHILL COUNTY,OREGON
42001,ADAMS COUNTY,PENNSYLVANIA
42003,ALLEGHENY COUNTY,PENNSYLVANIA
42005,ARMSTRONG COUNTY,PENNSYLVANIA
42007,BEAVER COUNTY,PENNSYLVANIA
42009,BEDFORD COUNTY,PENNSYLVANIA
42011,BERKS COUNTY,PENNSYLVANIA
42013,BLAIR COUNTY,PENNSYLVANIA
42015,BRADFORD COUNTY,PENNSYLVANIA
42017,BUCKS COUNTY,PENNSYLVANIA
42019,BUTLER COUNTY,PENNSYLVANIA
42021,CAMBRIA COUNTY,PENNSYLVANIA
42023,CAMERON COUNTY,PENNSYLVANIA
42025,CARBON COUNTY,PENNSYLVANIA
42027,CENTRE COUNTY,PENNSYLVANIA
42029,CHESTER COUNTY,PENNSYLVANIA
42031,CLARION COUNTY,PENNSYLVANIA
42033,CLEARFIELD COUNTY,PENNSYLVANIA
42035,CLINTON COUNTY,PENNSYLVANIA
42037,COLUMBIA COUNTY,PENNSYLVANIA
42039,CRAWFORD COUNTY,PENNSYLVANIA
42041,CUMBERLAND COUNTY,PENNSYLVANIA
42043,DAUPHIN COUNTY,PENNSYLVANIA
42045,DELAWARE COUNTY,PENNSYLVANIA
42047,ELK COUNTY,PENNSYLVANIA
42049,ERIE COUNTY,PENNSYLVANIA
42051,FAYETTE COUNTY,PENNSYLVANIA
42053,FOREST COUNTY,PENNSYLVANIA
42055,FRANKLIN COUNTY,PENNSYLVANIA
42057,FULTON COUNTY,PENNSYLVANIA
42059,GREENE COUNTY,PENNSYLVANIA
42061,HUNTINGDON COUNTY,PENNSYLVANIA
42063,INDIANA COUNTY,PENNSYLVANIA
42065,JEFFERSON COUNTY,PENNSYLVANIA
42067,JUNIATA COUNTY,PENNSYLVANIA
42069,LACKAWANNA COUNTY,PENNSYLVANIA
42071,LANCASTER COUNTY,PENNSYLVANIA
42073,LAWRENCE COUNTY,PENNSYLVANIA
42075,LEBANON COUNTY,PENNSYLVANIA
42077,LEHIGH COUNTY,PENNSYLVANIA
42079,LUZERNE COUNTY,PENNSYLVANIA
42081,LYCOMING COUNTY,PENNSYLVANIA
42083,MCKEAN COUNTY,PENNSYLVANIA
42085,MERCER COUNTY,PENNSYLVANIA
42087,MIFFLIN COUNTY,PENNSYLVANIA
42089,MONROE COUNTY,PENNSYLVANIA
42091,MONTGOMERY COUNTY,PENNSYLVANIA
42093,MONTOUR COUNTY,PENNSYLVANIA
42095,NORTHAMPTON COUNTY,PENNSYLVANIA
42097,NORTHUMBERLAND COUNTY,PENNSYLVANIA
42099,PERRY COUNTY,PENNSYLVANIA
42101,PHILADELPHIA COUNTY,PENNSYLVANIA
42103,PIKE COUNTY,PENNSYLVANIA
42105,POTTER COUNTY,PENNSYLVANIA
42107,SCHUYLKILL COUNTY,PENNSYLVANIA
42109,SNYDER COUNTY,PENNSYLVANIA
42111,SOMERSET COUNTY,PENNSYLVANIA
42113,SULLIVAN COUNTY,PENNSYLVANIA
42115,SUSQUEHANNA COUNTY,PENNSYLVANIA
42117,TIOGA COUNTY,PENNSYLVANIA
42119,UNION COUNTY,PENNSYLVANIA
42121,VENANGO COUNTY,PENNSYLVANIA
42123,WARREN COUNTY,PENNSYLVANIA
42125,WASHINGTON COUNTY,PENNSYLVANIA
42127,WAYNE COUNTY,PENNSYLVANIA
42129,WESTMORELAND COUNTY,PENNSYLVANIA
42131,WYOMING COUNTY,PENNSYLVANIA
42133,YORK COUNTY,PENNSYLVANIA
72001,ADJUNTAS MUNICIPALITY,PUERTO RICO
72003,AGUADA MUNICIPALITY,PUERTO RICO
72005,AGUADILLA MUNICIPALITY,PUERTO RICO
72007,AGUAS BUENAS MUNICIPALITY,PUERTO RICO
72009,AIBONITO MUNICIPALITY,PUERTO RICO
72011,AÑASCO MUNICIPALITY,PUERTO RICO
72013,ARECIBO MUNICIPALITY,PUERTO RICO
72015,ARROYO MUNICIPALITY,PUERTO RICO
72017,BARCELONETA MUNICIPALITY,PUERTO RICO
72019,BARRANQUITAS MUNICIPALITY,PUERTO RICO
72021,BAYAMÓN MUNICIPALITY,PUERTO RICO
72023,CABO ROJO MUNICIPALITY,PUERTO RICO
72025,CAGUAS MUNICIPALITY,PUERTO RICO
72027,CAMUY MUNICIPALITY,PUERTO RICO
72029,CANÓVANAS MUNICIPALITY,PUERTO RICO
72031,CAROLINA MUNICIPALITY,PUERTO RICO
72033,CATAÑO MUNICIPALITY,PUERTO RICO
72035,CAYEY MUNICIPALITY,PUERTO RICO
72037,CEIBA MUNICIPALITY,PUERTO RICO
72039,CIALES MUNICIPALITY,PUERTO RICO
72041,CIDRA MUNICIPALITY,PUERTO RICO
72043,COAMO MUNICIPALITY,PUERTO RICO
72045,COMERÍO MUNICIPALITY,PUERTO RICO
72047,COROZAL MUNICIPALITY,PUERTO RICO
72049,CULEBRA MUNICIPALITY,PUERTO RICO
72051,DORADO MUNICIPALITY,PUERTO RICO
72053,FAJARDO MUNICIPALITY,PUERTO RICO
72054,FLORIDA MUNICIPALITY,PUERTO RICO
72055,GUÁNICA MUNICIPALITY,PUERTO RICO
72057,GUAYAMA MUNICIPALITY,PUERTO RICO
72059,GUAYANILLA MUNICIPALITY,PUERTO RICO
72061,GUAYNABO MUNICIPALITY,PUERTO RICO
72063,GURABO MUNICIPALITY,PUERTO RICO
72065,HATILLO MUNICIPALITY,PUERTO RICO
72067,HORMIGUEROS MUNICIPALITY,PUERTO RICO
72069,HUMACAO MUNICIPALITY,PUERTO RICO
72071,ISABELA MUNICIPALITY,PUERTO RICO
72073,JAYUYA MUNICIPALITY,PUERTO RICO
72075,JUANA DÍAZ MUNICIPALITY,PUERTO RICO
72077,JUNCOS MUNICIPALITY,PUERTO RICO
72079,LAJAS MUNICIPALITY,PUERTO RICO
72081,LARES MUNICIPALITY,PUERTO RICO
72083,LAS MARÍAS MUNICIPALITY,PUERTO RICO
72085,LAS PIEDRAS MUNICIPALITY,PUERTO RICO
72087,LOÍZA MUNICIPALITY,PUERTO RICO
72089,LUQUILLO MUNICIPALITY,PUERTO RICO
72091,MANATÍ MUNICIPALITY,PUERTO RICO
72093,MARICAO MUNICIPALITY,PUERTO RICO
72095,MAUNABO MUNICIPALITY,PUERTO RICO
72097,MAYAGÜEZ MUNICIPALITY,PUERTO RICO
72099,MOCA MUNICIPALITY,PUERTO RICO
72101,MOROVIS MUNICIPALITY,PUERTO RICO
72103,NAGUABO MUNICIPALITY,PUERTO RICO
72105,NARANJITO MUNICIPALITY,PUERTO RICO
72107,OROCOVIS MUNICIPALITY,PUERTO RICO
72109,PATILLAS MUNICIPALITY,PUERTO RICO
72111,PEÑUELAS MUNICIPALITY,PUERTO RICO
72113,PONCE MUNICIPALITY,PUERTO RICO
72115,QUEBRADILLAS MUNICIPALITY,PUERTO RICO
72117,RINCÓN MUNICIPALITY,PUERTO RICO
72119,RÍO GRANDE MUNICIPALITY,PUERTO RICO
72121,SABANA GRANDE MUNICIPALITY,PUERTO RICO
72123,SALINAS MUNICIPALITY,PUERTO RICO
72125,SAN GERMÁN MUNICIPALITY,PUERTO RICO
72127,SAN JUAN MUNICIPALITY,PUERTO RICO
72129,SAN LORENZO MUNICIPALITY,PUERTO RICO
72131,SAN SEBASTIÁN MUNICIPALITY,PUERTO RICO
72133,SANTA ISABEL MUNICIPALITY,PUERTO RICO
72135,TOA ALTA MUNICIPALITY,PUERTO RICO
72137,TOA BAJA MUNICIPALITY,PUERTO RICO
72139,TRUJILLO ALTO MUNICIPALITY,PUERTO RICO
72141,UTUADO MUNICIPALITY,PUERTO RICO
72143,VEGA ALTA MUNICIPALITY,PUERTO RICO
72145,VEGA BAJA MUNICIPALITY,PUERTO RICO
72147,VIEQUES MUNICIPALITY,PUERTO RICO
72149,VILLALBA MUNICIPALITY,PUERTO RICO
72151,YABUCOA MUNICIPALITY,PUERTO RICO
72153,YAUCO MUNICIPALITY,PUERTO RICO
44001,BRISTOL COUNTY,RHODE ISLAND
44003,KENT COUNTY,RHODE ISLAND
44005,NEWPORT COUNTY,RHODE ISLAND
44007,PROVIDENCE COUNTY,RHODE ISLAND
44009,WASHINGTON COUNTY,RHODE ISLAND
45001,ABBEVILLE COUNTY,SOUTH CAROLINA
45003,AIKEN COUNTY,SOUTH CAROLINA
45005,ALLENDALE COUNTY,SOUTH CAROLINA
45007,ANDERSON COUNTY,SOUTH CAROLINA
45009,BAMBERG COUNTY,SOUTH CAROLINA
45011,BARNWELL COUNTY,SOUTH CAROLINA
45013,BEAUFORT COUNTY,SOUTH CAROLINA
45015,BERKELEY COUNTY,SOUTH CAROLINA
45017,CALHOUN COUNTY,SOUTH CAROLINA
45019,CHARLESTON COUNTY,SOUTH CAROLINA
45021,CHEROKEE COUNTY,SOUTH CAROLINA
45023,CHESTER COUNTY,SOUTH CAROLINA
45025,CHESTERFIELD COUNTY,SOUTH CAROLINA
45027,CLARENDON COUNTY,SOUTH CAROLINA
45029,COLLETON COUNTY,SOUTH CAROLINA
45031,DARLINGTON COUNTY,SOUTH CAROLINA
45033,DILLON COUNTY,SOUTH CAROLINA
45035,DORCHESTER COUNTY,SOUTH CAROLINA
45037,EDGEFIELD COUNTY,SOUTH CAROLINA
45039,FAIRFIELD COUNTY,SOUTH CAROLINA
45041,FLORENCE COUNTY,SOUTH CAROLINA
45043,GEORGETOWN COUNTY,SOUTH CAROLINA
45045,GREENVILLE COUNTY,SOUTH CAROLINA
45047,GREENWOOD COUNTY,SOUTH CAROLINA
45049,HAMPTON COUNTY,SOUTH CAROLINA
45051,HORRY COUNTY,SOUTH CAROLINA
45053,JASPER COUNTY,SOUTH CAROLINA
45055,KERSHAW COUNTY,SOUTH CAROLINA
45057,LANCASTER COUNTY,SOUTH CAROLINA
45059,LAURENS COUNTY,SOUTH CAROLINA
45061,LEE COUNTY,SOUTH CAROLINA
45063,LEXINGTON COUNTY,SOUTH CAROLINA
45065,MCCORMICK COUNTY,SOUTH CAROLINA
45067,MARION COUNTY,SOUTH CAROLINA
45069,MARLBORO COUNTY,SOUTH CAROLINA
45071,NEWBERRY COUNTY,SOUTH CAROLINA
45073,OCONEE COUNTY,SOUTH CAROLINA
45075,ORANGEBURG COUNTY,SOUTH CAROLINA
45077,PICKENS COUNTY,SOUTH CAROLINA
45079,RICHLAND COUNTY,SOUTH CAROLINA
45081,SALUDA COUNTY,SOUTH CAROLINA
45083,SPARTANBURG COUNTY,SOUTH CAROLINA
45085,SUMTER COUNTY,SOUTH CAROLINA
45087,UNION COUNTY,SOUTH CAROLINA
45089,WILLIAMSBURG COUNTY,SOUTH CAROLINA
45091,YORK COUNTY,SOUTH CAROLINA
46003,AURORA COUNTY,SOUTH DAKOTA
46005,BEADLE COUNTY,SOUTH DAKOTA
46007,BENNETT COUNTY,SOUTH DAKOTA
46009,BON HOMME COUNTY,SOUTH DAKOTA
46011,BROOKINGS COUNTY,SOUTH DAKOTA
46013,BROWN COUNTY,SOUTH DAKOTA
46015,BRULE COUNTY,SOUTH DAKOTA
46017,BUFFALO COUNTY,SOUTH DAKOTA
46019,BUTTE COUNTY,SOUTH DAKOTA
46021,CAMPBELL COUNTY,SOUTH DAKOTA
46023,CHARLES MIX COUNTY,SOUTH DAKOTA
46025,CLARK COUNTY,SOUTH DAKOTA
46027,CLAY COUNTY,SOUTH DAKOTA
46029,CODINGTON COUNTY,SOUTH DAKOTA
46031,CORSON COUNTY,SOUTH DAKOTA
46033,CUSTER COUNTY,SOUTH DAKOTA
46035,DAVISON COUNTY,SOUTH DAKOTA
46037,DAY COUNTY,SOUTH DAKOTA
46039,DEUEL COUNTY,SOUTH DAKOTA
46041,DEWEY COUNTY,SOUTH DAKOTA
